time 2018-09-06 11:07:32
robNum  10
tskNum  10
max_cordx  100
max_cordy  100
max_vel  2.5
max_abi  0.02
max_rat  0.02
max_state  1.2
comp_threhold  0.1
rob2tskDis  66.03029607687671 72.61542535852834 52.20153254455275 22.47220505424423 56.61271941887264 56.938563381947034 28.160255680657446 20.8806130178211 79.20227269466452 47.75981574503821 34.9857113690718 20.615528128088304 53.2634959423431 88.23264701911646 48.54894437575342 43.56604182158393 45.35416188179427 78.91767862779544 41.0 36.124783736376884 75.28612089887484 80.52949770115296 62.68173577685928 12.041594578792296 55.036351623268054 56.302753041036986 32.7566787083184 30.066592756745816 79.40403012442127 49.36598018878993 41.43669871020132 57.271284253105414 18.867962264113206 75.96051605933177 90.47651629014017 87.84645695758026 56.515484603779164 38.27531841800928 102.34256201600583 74.32361670424818 50.99019513592785 60.207972893961475 34.713109915419565 40.311288741492746 62.00806399170998 60.876925020897694 27.586228448267445 14.560219778561036 80.60397012554654 48.91829923454004 46.04345773288535 59.53990258641679 23.769728648009426 58.52349955359813 78.77182237323191 76.8505042273634 43.829214001622255 21.2602916254693 94.11163583744573 63.8200595424354 65.0 62.80127387243033 64.03124237432849 41.10960958218893 20.248456731316587 21.18962010041709 19.026297590440446 54.67174773134658 44.384682042344295 17.08800749063506 44.294469180700204 44.68780594300866 43.04648650006177 48.46648326421054 34.539832078341085 32.2490309931942 5.385164807134504 44.294469180700204 50.44799302251776 19.209372712298546 24.0 38.3275357934736 4.123105625617661 70.80254232723568 72.78049189171504 69.6419413859206 41.048751503547585 40.24922359499622 82.49242389456137 56.04462507680822 52.92447448959697 68.87670143089025 30.528675044947494 78.85429601486528 99.80981915623332 97.49358953285082 65.19202405202648 39.56008088970496 113.00442469213318 84.11896337925236
tskDis  0.0 16.401219466856727 23.345235059857504 87.20665112249179 71.449282711585 67.1863081289633 48.54894437575342 62.6418390534633 73.24616030891995 54.74486277268398 16.401219466856727 0.0 38.62641583165593 91.92388155425118 64.51356446515724 59.77457653551382 49.8196748283246 73.43704787094863 61.204574992397426 49.193495504995376 23.345235059857504 38.62641583165593 0.0 74.63243262818116 76.48529270389177 73.24616030891995 45.09988913511872 43.04648650006177 85.47514258543241 59.665735560705194 87.20665112249179 91.92388155425118 74.63243262818116 0.0 59.665735560705194 61.814237842102365 43.08131845707603 39.45883931389772 85.15867542417507 57.07889277132134 71.449282711585 64.51356446515724 76.48529270389177 59.665735560705194 0.0 5.0 34.9857113690718 74.24957912338628 26.0 17.029386365926403 67.1863081289633 59.77457653551382 73.24616030891995 61.814237842102365 5.0 0.0 33.421549934136806 73.66138744281159 23.345235059857504 13.601470508735444 48.54894437575342 49.8196748283246 45.09988913511872 43.08131845707603 34.9857113690718 33.421549934136806 0.0 41.048751503547585 53.25410782277739 21.400934559032695 62.6418390534633 73.43704787094863 43.04648650006177 39.45883931389772 74.24957912338628 73.66138744281159 41.048751503547585 0.0 94.30270409696638 62.42595614005443 73.24616030891995 61.204574992397426 85.47514258543241 85.15867542417507 26.0 23.345235059857504 53.25410782277739 94.30270409696638 0.0 31.906112267087632 54.74486277268398 49.193495504995376 59.665735560705194 57.07889277132134 17.029386365926403 13.601470508735444 21.400934559032695 62.42595614005443 31.906112267087632 0.0

rob_x  18 90 14 33 26 26 47 51 48 23
rob_y  58 50 68 6 42 22 80 59 20 0
rob_vel  1.1373175112850533 1.8298974325831394 0.30327964723396494 1.6470399672717302 0.5742630420142025 0.35207819544887 1.0242325619480717 1.3884991645026725 2.1412083999913727 1.506905395454097
rob_abi  0.015415676113180444 0.008670288697908075 0.014734225639096779 0.012950006268483104 0.01677808787942203 0.017857088945359655 0.016697385640566643 0.018023040859747846 0.01276912124813993 0.002952089871987804

tsk_x  72 85 49 6 64 67 46 12 90 63
tsk_y  20 30 16 77 91 87 61 38 91 74
tsk_rat  0.016823494289239467 0.015988062119156092 0.015137232537347674 0.012376708950840769 0.01180749138276507 0.017083433113001343 0.00123886433449663 0.005050658321350319 0.017758034544226375 0.001164385479088974
tsk_state  0.23116878718448802 1.1641708682315868 0.7486469109709705 0.29650901303265154 0.34782635888243413 0.41192193516326353 0.4820834734574104 0.7818080791931602 0.5249155530359556 0.30505245161523203
