time 2018-09-05 09:49:31
robNum  3
tskNum  4
max_cordx  100
max_cordy  100
max_vel  2.5
max_abi  1.2
max_rat  1.2
max_state  1.2
comp_threhold  0.1
rob2tskDis  54.120236510939236 17.88854381999832 36.87817782917155 36.40054944640259 72.00694410957877 64.4980619863884 69.85699678629192 52.43090691567332 64.8459713474939 28.635642126552707 47.53945729601885 35.11409973215888
tskDis  0.0 36.6742416417845 17.46424919657298 75.31268153505093 36.6742416417845 0.0 20.0 43.41658669218482 17.46424919657298 20.0 0.0 61.68468205316454 75.31268153505093 43.41658669218482 61.68468205316454 0.0

rob_x  18 90 14
rob_y  58 50 68
rob_vel  1.1373175112850533 1.8298974325831394 0.30327964723396494
rob_abi  0.9249405667908266 0.5202173218744844 0.8840535383458067

tsk_x  33 26 26 47
tsk_y  6 42 22 80
tsk_rat  0.7770003761089862 1.0066852727653217 1.0714253367215791 1.0018431384339985
tsk_state  0.7905791842904304 0.2756462601668172 0.1689975338154576 0.49163162973507435
