time 2018-09-07 11:22:42
robNum  30
tskNum  30
max_cordx  100
max_cordy  100
max_vel  2.5
max_abi  0.02
max_rat  0.02
max_state  1.2
comp_threhold  0.1
rob2tskDis  93.74433316206373 46.04345773288535 51.92301994298868 17.804493814764857 71.0 14.866068747318506 59.64059020499378 41.400483088968905 53.150729063673246 25.612496949731394 65.86349520030045 68.35202996254024 17.46424919657298 66.03029607687671 56.568542494923804 65.60487786742691 77.82673062643708 31.622776601683793 18.110770276274835 51.54609587543949 3.1622776601683795 25.317977802344327 59.464274989274024 40.11234224026316 50.48762224545735 3.1622776601683795 68.0294054067798 41.0 37.0 54.91812087098393 44.40720662234904 79.64923100695951 71.61005515987263 88.07383266328314 8.06225774829855 58.077534382926416 55.90169943749474 42.5440947723653 75.21303078589507 57.271284253105414 62.625873247404705 32.984845004941285 82.56512580987206 57.201398584300364 93.29523031752481 37.73592452822641 44.10215414239989 42.04759208325728 74.67261881037788 69.40461079784254 73.17103251970687 82.85529554590944 32.2490309931942 32.38826948140329 89.47066558375433 71.84705978674423 37.36308338453881 79.20227269466452 77.62087348130012 18.110770276274835 102.80077820717118 56.32051136131489 62.6418390534633 10.04987562112089 75.66372975210778 23.430749027719962 70.178344238091 50.93132631298737 63.788713735268246 36.05551275463989 76.53757247260981 69.42621983083913 6.708203932499369 76.55063683601855 66.12110101926616 75.07329751649384 77.4919350642375 39.44616584663204 10.0 62.297672508690084 13.341664064126334 15.0 60.8276253029822 45.880278987817846 60.07495318350236 8.602325267042627 68.41052550594829 51.15662224971465 47.16990566028302 61.35144660071187 63.0 14.317821063276353 2.23606797749979 69.35416353759881 76.4198926981712 47.01063709417264 19.235384061671343 32.449961479175904 4.0 32.01562118716424 18.681541692269406 90.4267659490264 71.47027354082255 23.08679276123039 23.345235059857504 38.897300677553446 103.24727599312246 44.598206241955516 71.19691004531025 3.1622776601683795 51.54609587543949 79.30952023559341 82.85529554590944 55.00909015790027 22.090722034374522 56.753854494650845 92.78469701410896 18.601075237738275 21.213203435596427 57.3149195236284 78.71467461661771 30.59411708155671 34.52535300326414 34.828149534535996 65.0 12.529964086141668 42.01190307520001 26.570660511172846 36.124783736376884 8.94427190999916 48.02082881417188 68.81860213634101 35.34119409414458 48.41487374764082 43.08131845707603 50.11985634456667 80.15609770940699 22.80350850198276 34.52535300326414 33.95585369269929 15.811388300841896 42.720018726587654 60.0 34.539832078341085 37.16180835212409 20.248456731316587 69.65629906907199 26.248809496813376 22.47220505424423 46.389654018972806 71.80529228406496 11.661903789690601 15.231546211727817 51.894122981316485 72.56031973468694 31.575306807693888 29.068883707497267 27.313000567495326 16.278820596099706 17.88854381999832 32.64965543462902 82.07313811473277 54.120236510939236 34.9857113690718 25.612496949731394 44.181444068749045 94.36630754670864 34.058772731852805 54.3323108288245 15.264337522473747 34.20526275297414 62.16912416947821 73.7563556583431 45.967379738244816 20.518284528683193 39.6232255123179 83.73768566183328 9.433981132056603 8.06225774829855 52.839379254491625 88.75246475450696 73.16419889536138 73.54590403278758 44.384682042344295 47.41307836451879 30.886890422961002 71.17583859709698 47.16990566028302 76.15773105863909 43.965895873961216 79.1012010022604 35.05709628591621 36.49657518178932 76.53103945458993 86.33075929238663 66.12866246946176 42.37924020083418 32.01562118716424 27.294688127912362 72.18032973047436 39.05124837953327 33.13608305156178 27.073972741361768 27.313000567495326 80.49844718999243 33.83784863137726 33.54101966249684 69.35416353759881 65.7419196555744 40.607881008493905 69.52697318307479 56.302753041036986 54.42425929675111 48.05205510693585 38.01315561749642 19.924858845171276 50.00999900019995 26.0 57.38466694161429 27.018512172212592 58.0 38.600518131237564 42.720018726587654 55.226805085936306 70.21395872616783 45.18849411078001 50.20956084253277 11.40175425099138 35.35533905932738 52.81098370604357 34.23448553724738 44.10215414239989 29.832867780352597 8.06225774829855 64.81512169239521 32.0624390837628 39.6232255123179 53.41348144429457 50.32891812864648 23.706539182259394 50.0 29.120439557122072 20.0 65.85590330410783 55.90169943749474 36.6742416417845 11.704699910719626 13.341664064126334 23.600847442411894 22.80350850198276 19.235384061671343 70.71067811865476 65.45991139621256 17.88854381999832 42.04759208325728 22.090722034374522 83.64807230295268 28.0 62.609903369994115 17.804493814764857 46.75467891024384 71.58910531638176 63.56099432828282 36.40054944640259 38.897300677553446 50.21951811795888 73.348483283569 30.14962686336267 30.01666203960727 36.87817782917155 73.24616030891995 12.36931687685298 12.041594578792296 71.56814934033156 87.86353054595519 53.75872022286245 30.364452901377952 43.278170016764804 8.48528137423857 39.56008088970496 28.0178514522438 101.01980003939822 74.96665925596525 33.24154027718932 13.152946437965905 50.32891812864648 113.718951806636 54.120236510939236 76.05918747922567 14.212670403551895 55.326304774492215 83.48652585896721 93.1933474020544 65.19202405202648 14.422205101855956 61.1310068623117 103.1746092796091 17.72004514666935 21.587033144922902 68.59300255857006 27.784887978899608 52.61178575186362 41.7612260356422 83.81527307120105 41.6293165929973 51.85556864985669 22.825424421026653 24.698178070456937 45.221676218380054 42.04759208325728 28.319604517012593 62.80127387243033 81.46778504415104 22.627416997969522 64.5600495662759 2.8284271247461903 75.50496672405067 36.87817782917155 76.4198926981712 39.56008088970496 65.19202405202648 85.63293758829018 58.034472514187634 37.69615364994153 62.16912416947821 67.00746227100382 66.48308055437865 54.08326913195984 54.00925846556311 28.0 26.40075756488817 67.446274915669 57.38466694161429 89.89994438263018 28.284271247461902 57.77542730261716 39.11521443121589 34.132096331752024 60.92618484691127 51.62363799656123 44.68780594300866 52.08646657242167 86.09297300012354 38.948684188300895 80.05623023850174 19.209372712298546 64.03124237432849 41.14608122288197 79.63039620647382 55.154328932550705 72.44998274671983 88.60022573334675 49.24428900898052 36.796738985948195 77.20103626247513 72.91776189653656 56.22277118748239 68.24954212300622 67.60177512462228 22.20360331117452 48.05205510693585 29.274562336608895 18.788294228055936 69.52697318307479 58.0 40.718546143004666 7.615773105863909 17.11724276862369 22.360679774997898 26.627053911388696 15.132745950421556 73.79024325749306 69.33974329343886 13.892443989449804 41.43669871020132 21.095023109728988 86.76404785393545 32.01562118716424 66.64082832618455 16.55294535724685 50.44799302251776 75.59100475585703 66.85057965343307 40.024992192379 38.8329756778952 54.08326913195984 76.55716818169282 31.016124838541646 31.400636936215164 39.408120990476064 114.63420083029322 66.49060083951716 73.7360156233031 8.246211251235321 85.14693182963201 35.38361202590826 82.09750300709517 62.93647591023825 74.63243262818116 48.010415536631214 88.32326986700618 76.16429609731846 5.830951894845301 88.48163651289458 75.1065909225016 87.04596486914255 82.76472678623425 51.03920062069938 14.035668847618199 73.53910524340094 24.596747752497688 10.0 68.00735254367721 56.462376853972415 69.18092222571191 20.615528128088304 74.54528824815154 61.18823416311342 57.271284253105414 72.09022125087424 90.82400563727631 90.4267659490264 88.95504482602435 63.90618123468183 41.400483088968905 49.678969393496885 82.87339742040264 59.43904440685432 91.92388155425118 60.90155991434045 90.93404203047393 20.12461179749811 55.65968020030299 87.36704184073076 104.10091258005379 73.24616030891995 23.194827009486403 45.880278987817846 46.486557196677836 87.31551981177229 59.20304046246274 50.635955604688654 16.401219466856727 36.49657518178932 98.47842403288143 54.08326913195984 16.76305461424021 87.13208364316786 83.7615663654877 43.73785545725808 86.03487664894976 88.50988645343524 86.4060183089118 65.52098900352466 36.40054944640259 48.79549159502341 79.42921376924235 56.32051136131489 89.47066558375433 59.07622195096772 87.47571091451616 15.811388300841896 57.48912940721924 83.72574275573791 102.34256201600583 69.06518659932803 21.18962010041709 43.382023926967726 48.27007354458868 84.69356528095862 59.36328831862332 53.150729063673246 11.40175425099138 33.24154027718932 96.83491106000976 54.589376255824725 13.038404810405298 85.44588931013593 82.20097323024831 39.319206502675 74.33034373659252 55.47071299343465 54.817880294662984 42.7551166528639 43.104524124504614 16.1245154965971 52.3450093132096 28.442925306655784 57.56735185849702 25.942243542145693 60.207972893961475 41.677331968349414 37.33630940518894 57.87054518492115 69.1158447825099 49.24428900898052 52.630789467763066 13.152946437965905 30.01666203960727 53.36665625650534 29.614185789921695 38.8329756778952 32.7566787083184 13.416407864998739 63.51377803280167 27.0 42.20189569201838 52.15361924162119 48.82622246293481 29.068883707497267 89.88882021697692 27.202941017470888 36.05551275463989 32.01562118716424 79.55501241279521 25.0 49.4064773081425 39.319206502675 36.235341863986875 22.0 53.75872022286245 82.68010643437755 36.013886210738214 55.60575509783138 36.05551275463989 61.35144660071187 93.60021367496978 37.36308338453881 38.8329756778952 36.40054944640259 17.72004514666935 45.044422518220834 73.78346698278686 49.040799340956916 30.01666203960727 24.041630560342615 83.23460818673925 21.840329667841555 18.027756377319946 60.8276253029822 85.21150157109074 105.55093557141026 101.25709851659784 88.76936408468859 33.015148038438355 69.33974329343886 90.37698822156003 69.8927750200262 104.62313319720452 77.10382610480494 98.08669634563088 12.041594578792296 80.8084154033477 93.40770846134703 119.6703806294607 75.69015788066504 4.242640687119285 60.108235708594876 71.58910531638176 99.29753269845128 81.39410298049853 76.4198926981712 20.615528128088304 48.16637831516918 114.58621208504974 77.07788269017254 11.180339887498949 103.24727599312246 100.41912168506553 46.61544808322666 75.58438992278762 75.45197147855052 72.91776189653656 59.21148537234985 30.528675044947494 37.44329045369811 65.92419889539804 42.720018726587654 76.02631123499285 46.22769732530488 73.97972695272672 20.615528128088304 52.0 70.34912934784623 89.40357934669059 56.43580423808985 31.240998703626616 30.01666203960727 43.04648650006177 71.17583859709698 49.76946855251722 49.8196748283246 11.704699910719626 19.6468827043885 84.02380615040002 45.880278987817846 20.808652046684813 72.62231062146122 69.52697318307479 27.51363298439521 41.340053217188775 61.29437168288782 53.41348144429457 75.39230729988306 22.67156809750927 43.68065933568311 38.8329756778952 24.351591323771842 57.0087712549569 40.11234224026316 46.14108798023731 41.773197148410844 71.11961754677819 41.14608122288197 74.94664769020693 23.345235059857504 54.57105459856901 26.92582403567252 64.35060217278468 51.22499389946279 58.69412236331676 73.23933369440222 37.0 21.2602916254693 71.11961754677819 58.52349955359813 45.39823785126467 60.92618484691127 59.464274989274024 7.280109889280518 83.21658488546619 104.06248123122954 99.62429422585637 88.29496021857646 31.016124838541646 68.26419266350405 88.56635930193812 68.24221567329127 103.00485425454472 75.7429864739964 96.25487000666512 10.63014581273465 80.4114419718985 91.54780172128658 118.1905241548577 73.76313442364011 5.830951894845301 58.69412236331676 71.19691004531025 97.65244492586962 80.52949770115296 76.23647421018367 19.4164878389476 46.69047011971501 113.14592347937243 76.32168761236873 10.44030650891055 101.82337649086284 99.03534722511958 44.77722635447622 29.732137494637012 58.240879114244144 48.33218389437829 82.85529554590944 32.69556544854363 50.60632371551998 30.610455730027933 25.495097567963924 51.894122981316485 43.174066289845804 36.796738985948195 54.3323108288245 79.63039620647382 31.240998703626616 70.9365914038728 11.661903789690601 66.91038783328041 34.40930106817051 73.7563556583431 46.09772228646444 64.88451279003334 82.87943049997388 50.039984012787215 32.449961479175904 68.00735254367721 65.86349520030045 58.137767414994535 59.033888572581766 58.42088667591412 20.396078054371138 103.39245620450265 71.34423592694787 75.16648189186454 26.92582403567252 66.85057965343307 30.4138126514911 78.10889834071403 55.46169849544819 77.02596964660685 45.5411901469428 85.44003745317531 55.00909015790027 18.35755975068582 84.15461959987698 82.76472678623425 77.93587107359485 61.0 40.8166632639171 9.899494936611665 74.33034373659252 29.732137494637012 13.0 47.265209192385896 41.773197148410844 76.68767828015137 23.40939982143925 53.08483775994799 66.61080993352356 62.64982043070834 57.0087712549569 62.42595614005443 39.05124837953327 36.40054944640259 49.09175083453431 46.8187996428785 17.029386365926403 33.734255586866 10.816653826391969 39.395431207184416 11.704699910719626 41.43669871020132 54.48853090330111 46.69047011971501 39.56008088970496 53.150729063673246 34.655446902326915 66.84309986827361 6.708203932499369 42.20189569201838 34.785054261852174 30.870698080866262 51.40038910358559 46.22769732530488 18.384776310850235 48.08326112068523 32.202484376209235 56.22277118748239 36.796738985948195 34.20526275297414 27.65863337187866 40.24922359499622 41.7612260356422 32.2490309931942 71.84010022264724 44.68780594300866 40.311288741492746 17.0 12.727922061357855 35.84689665786984 29.5296461204668 24.698178070456937 62.03224967708329 70.00714249274856 20.396078054371138 54.62600113499065 11.661903789690601 75.02666192761077 26.832815729997478 65.60487786742691 30.01666203960727 53.009433122794285 74.81310045707235 55.78530272392541 31.064449134018133 51.54609587543949 55.226805085936306 65.14598989960932 42.579337712087536 42.1070065428546 26.832815729997478 28.284271247461902 57.723478758647246 47.53945729601885 83.86298349093002 34.539832078341085 51.62363799656123 29.410882339705484 25.96150997149434 51.07837115648854 43.68065933568311 35.35533905932738 56.32051136131489 80.80222769206304 29.732137494637012 70.22819946431775 10.0 68.8839603971781 35.608987629529715 75.07329751649384 45.31004303683677 65.7419196555744 84.21995013059554 52.03844732503075 34.132096331752024 67.446274915669 66.88796603276258 60.13318551349163 58.69412236331676 58.215118311311535 22.360679774997898 94.41398201537736 39.6232255123179 47.01063709417264 20.12461179749811 76.32168761236873 19.1049731745428 57.3149195236284 42.04759208325728 47.75981574503821 24.698178070456937 62.80127387243033 75.64390259630977 23.08679276123039 63.702433234531945 49.09175083453431 65.86349520030045 85.58621384311844 35.12833614050059 25.96150997149434 46.95742752749558 5.656854249492381 32.01562118716424 66.70832032063167 45.17742799230607 43.04648650006177 11.661903789690601 75.59100475585703 34.36568055487916 30.4138126514911 59.07622195096772 76.94153624668537 94.847245611035 90.44335243676011 81.04936767180853 24.515301344262525 59.53990258641679 79.7057087039567 59.07622195096772 93.81364506296512 66.60330322138685 87.46427842267951 2.0 73.43704787094863 82.87339742040264 108.97706180660222 65.5133574166368 12.36931687685298 49.51767361255979 64.28063471995279 88.48163651289458 72.2357252334328 70.00714249274856 10.770329614269007 37.48332962798263 103.9471019317037 68.30812543175226 5.656854249492381 92.63368717696602 89.87213138676528 36.05551275463989 50.48762224545735 81.83520025025906 74.51845409024533 85.98837130682264 2.0 57.07889277132134 59.81638571495272 44.41846462902562 78.10249675906654 57.87054518492115 66.85057965343307 26.92582403567252 80.049984384758 61.587336360651285 95.69221493935649 42.485291572496 38.05259518088089 41.773197148410844 71.84010022264724 72.34638899074369 72.00694410957877 79.71198153351854 26.627053911388696 31.016124838541646 91.58602513484249 70.178344238091 31.32091952673165 81.00617260431454 79.1580697086532 18.788294228055936
